,Name,Text,Date,Likes
100,"Me4Modi<span class=""Emoji Emoji--forLinks"" style=""background-image:url('https://abs.twimg.com/emoji/v2/72x72/1f1ee-1f1f3.png')"" title=""Flag of India"" aria-label=""Emoji: Flag of India"">&nbsp;</span><span class=""visuallyhidden"" aria-hidden=""true"">🇮🇳</span>","<a href=""/hashtag/ShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiMaharaj</b></a>
<a href=""/hashtag/ShivajiJayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiJayanti</b></a> 
Indian history will always remember <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a>'s name as the great king, whose kingship was a golden era, that showed the light of freedom &amp; courage and paved the way for India’s Independence.
<a href=""/Ramesh_BJP"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""326272095""><s>@</s><b>Ramesh_BJP</b></a> <a href=""/RidhimaTripath4"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""975290079810760710""><s>@</s><b>RidhimaTripath4</b></a> <a href=""/nidi_nj"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""781042135390887936""><s>@</s><b>nidi_nj</b></a><a href=""https://t.co/bIdEwHdFXM"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/bIdEwHdFXM</a>",24h,4
101,General Knowledge,"Tributes to the bravest maratha king of India, <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> on his birth anniversary today.

Who was Shivaji’s Guru?
- Samartha Ramadas

Who is the founder of Maratha empire?&nbsp;&nbsp;
- <a href=""/hashtag/ShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiMaharaj</b></a>

In which year Shivaji became Chhatrapati?
- 1674

<a href=""/hashtag/ShivajiJayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiJayanti</b></a><a href=""https://t.co/4uSXlNir0G"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/4uSXlNir0G</a>",24h,
102,IMS Ghaziabad (UC),"February 19, 2019, is marked as a 371st birth <a href=""/hashtag/anniversary?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>anniversary</b></a> of <a href=""/hashtag/Shivaji?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Shivaji</b></a>, a great <a href=""/hashtag/warrior?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>warrior</b></a> <a href=""/hashtag/King?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>King</b></a> of India, <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a>.&nbsp;He was born to Jijabai and Shahaji Bhonsle in the hill-fort of Shivneri. 
<a href=""/hashtag/shivajimaharajjayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>shivajimaharajjayanti</b></a> <a href=""/hashtag/ShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiMaharaj</b></a><a href=""https://t.co/AUmTJipYL9"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/AUmTJipYL9</a>",24h,
103,"Śαητөsђ <span class=""Emoji Emoji--forLinks"" style=""background-image:url('https://abs.twimg.com/emoji/v2/72x72/1f1ee-1f1f3.png')"" title=""Flag of India"" aria-label=""Emoji: Flag of India"">&nbsp;</span><span class=""visuallyhidden"" aria-hidden=""true"">🇮🇳</span>","Tributes to one of the greatest Hindu King and Warrior <a href=""/hashtag/ShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiMaharaj</b></a> on his Birth Anniversary.

Jai Bhavani <img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f64f.png"" draggable=""false"" alt=""🙏"" title=""Person with folded hands"" aria-label=""Emoji: Person with folded hands"">
Jai Shivaji <img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f64f.png"" draggable=""false"" alt=""🙏"" title=""Person with folded hands"" aria-label=""Emoji: Person with folded hands""><img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f6a9.png"" draggable=""false"" alt=""🚩"" title=""Triangular flag on post"" aria-label=""Emoji: Triangular flag on post"">
<a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> <a href=""https://t.co/hYAk3eVp1V"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/hYAk3eVp1V</a>",1d,
104,Raghavendra S Rode,"The man who is the protector of <a href=""/hashtag/Hindus?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Hindus</b></a> and Dharma.
Father of Gurella warfare,
Father of <a href=""/hashtag/IndianNavy?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>IndianNavy</b></a> and <a href=""/hashtag/Greatest?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Greatest</b></a> King of 
<a href=""/hashtag/HindaviSwarajya?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>HindaviSwarajya</b></a> ! 
<a href=""/hashtag/inspiring?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>inspiring</b></a> <a href=""/hashtag/Legend?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Legend</b></a>
Bowing down to this greatest son of <a href=""/hashtag/Bharat?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Bharat</b></a> .
<a href=""/hashtag/JaiShivajiJaiBhavani?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>JaiShivajiJaiBhavani</b></a>
<a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a>
<a href=""/hashtag/ShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiMaharaj</b></a><a href=""https://t.co/ifdCHtu2mZ"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/ifdCHtu2mZ</a>",Feb 18,
105,MAHA INFO CENTRE,"Shri Shiv Rajeshwar Temple: in <a href=""/hashtag/Sindhudurg?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Sindhudurg</b></a> dist.  This is the only temple in world that dedicated to <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a>. The temple was built by Chhatrapati Rajaram, son of <a href=""/hashtag/ShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiMaharaj</b></a>, in the year 1695. 

<a href=""/hashtag/%E0%A4%B6%E0%A4%BF%E0%A4%B5%E0%A4%9C%E0%A4%A8%E0%A5%8D%E0%A4%AE%E0%A5%8B%E0%A4%A4%E0%A5%8D%E0%A4%B8%E0%A4%B5%E0%A5%A8%E0%A5%A6%E0%A5%A7%E0%A5%AF?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>शिवजन्मोत्सव२०१९</b></a>
<a href=""/hashtag/TemplesInMaharashtra?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>TemplesInMaharashtra</b></a>
<a href=""/hashtag/VisitMaharashtra?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>VisitMaharashtra</b></a>
<a href=""/hashtag/%E0%A4%AE?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>म</b></a><a href=""https://t.co/Q7YqTRNJaA"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/Q7YqTRNJaA</a>",Feb 18,
106,Dr. Ashwathnarayan,"I bow to the great son of India, <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> on his jayanti. An epitome of courage and bravery, he was a classic example of bringing unity and sovereignty in diversified Indian society.

<a href=""/hashtag/ShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiMaharaj</b></a><a href=""https://t.co/vxBiUmAYj7"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/vxBiUmAYj7</a>",Feb 18,
107,Anupam Shrivastava,"Chhatrapati Shivaji is considered to be one of the greatest warriors of his time and even today, stories of his exploits are narrated as a part of the Indian folklore. <a href=""/hashtag/Shivjayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Shivjayanti</b></a> <a href=""/hashtag/Chatrapati?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Chatrapati</b></a>  <a href=""/hashtag/ShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiMaharaj</b></a> <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a>",Feb 18,5
108,"PiP<span class=""Emoji Emoji--forLinks"" style=""background-image:url('https://abs.twimg.com/emoji/v2/72x72/1f1ee-1f1f3.png')"" title=""Flag of India"" aria-label=""Emoji: Flag of India"">&nbsp;</span><span class=""visuallyhidden"" aria-hidden=""true"">🇮🇳</span>","Revolution, Courage, Grit, Guile, Leader, Liberator.
<a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> Lives on in our hearts.<img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f64f-1f3fb.png"" draggable=""false"" alt=""🙏🏻"" title=""Person with folded hands (light skin tone)"" aria-label=""Emoji: Person with folded hands (light skin tone)""> <a href=""https://t.co/EWFi1AmB2j"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/EWFi1AmB2j</a>",Feb 18,
109,v.pawan kumar,"<a href=""/hashtag/%E0%B0%9B%E0%B0%A4%E0%B1%8D%E0%B0%B0%E0%B0%AA%E0%B0%A4%E0%B0%BF%E0%B0%B6%E0%B0%BF%E0%B0%B5%E0%B0%BE%E0%B0%9C%E0%B1%80%E0%B0%AE%E0%B0%B9%E0%B0%B0%E0%B0%BE%E0%B0%9C%E0%B1%8D?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ఛత్రపతిశివాజీమహరాజ్</b></a> జయంతి.....

<a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> Gari Birth Anniversary...

<a href=""/hashtag/UrsPkfan?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>UrsPkfan</b></a> <a href=""/thatg_pk"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""1404528342""><s>@</s><b>thatg_pk</b></a>.....<a href=""https://t.co/IgGInF7QnZ"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/IgGInF7QnZ</a>",Feb 18,
110,Tentaran.com,"Chhatrapati Shivaji Maharaj - The Greatest Warrior in History <a href=""https://t.co/PWtACTjblQ"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""http://bit.ly/2V6x8Hs"" class=""twitter-timeline-link"" target=""_blank"" title=""http://bit.ly/2V6x8Hs""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">bit.ly/2V6x8Hs</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible"">&nbsp;</span></span></a>

<a href=""/hashtag/ShivaJi?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivaJi</b></a> <a href=""/hashtag/ChhatrapatiShivaji?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ChhatrapatiShivaji</b></a> <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> &nbsp;<a href=""/hashtag/Shivjayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Shivjayanti</b></a> <a href=""/hashtag/Chatrapati?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Chatrapati</b></a> &nbsp;<a href=""/hashtag/ShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiMaharaj</b></a> <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a>

..<a href=""/hashtag/Chatarpatishivaji?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Chatarpatishivaji</b></a>",Feb 18,
111,Sharad Jadhav,"Sir <a href=""/Dev_Fadnavis"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""137780376""><s>@</s><b>Dev_Fadnavis</b></a> <a href=""/YuvrajSambhaji"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""1393916671""><s>@</s><b>YuvrajSambhaji</b></a> i request u both 2 ask people 2 celebrate this <a href=""/hashtag/Shivjayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Shivjayanti</b></a> with simplicity then this way we can donate celebration expenditure money to our martyrs family of <a href=""/hashtag/PulwamaAttack?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>PulwamaAttack</b></a> we all hve great respect to <a href=""/hashtag/ChhatrapatiShivajimaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajimaharaj</strong></b></a> <a href=""/hashtag/HappyShivjayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>HappyShivjayanti</b></a><a href=""https://t.co/HQVyzTu1Al"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/HQVyzTu1Al</a>",Feb 18,
112,ǟɮɦǟʏ ֆʊʀքʊʀӄǟʀ,"We have differences
We have misunderstanding
We have different ways
But 
We have same aim

Akhand Bharat!!(Bala Saheb Thakrey)
On Eve of Shri <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> Birth anniversary this alliance <a href=""/hashtag/ShivSena?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivSena</b></a> &amp; <a href=""/hashtag/BJP?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>BJP</b></a> makes opposition to scratch head.
Thanks <a href=""/uddhavthackeray"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""66475808""><s>@</s><b>uddhavthackeray</b></a> ji<a href=""https://t.co/41wFangfs7"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""https://twitter.com/MyNation/status/1097511334164549632"" class=""twitter-timeline-link u-hidden"" target=""_blank"" title=""https://twitter.com/MyNation/status/1097511334164549632""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/MyNation/statu</span><span class=""invisible"">s/1097511334164549632</span><span class=""tco-ellipsis""><span class=""invisible"">&nbsp;</span>…</span></a>",Feb 18,
113,"<span class=""Emoji Emoji--forLinks"" style=""background-image:url('https://abs.twimg.com/emoji/v2/72x72/1f3cf.png')"" title=""Cricket bat and ball"" aria-label=""Emoji: Cricket bat and ball"">&nbsp;</span><span class=""visuallyhidden"" aria-hidden=""true"">🏏</span>PinnerFox<span class=""Emoji Emoji--forLinks"" style=""background-image:url('https://abs.twimg.com/emoji/v2/72x72/1f98a.png')"" title=""Fox face"" aria-label=""Emoji: Fox face"">&nbsp;</span><span class=""visuallyhidden"" aria-hidden=""true"">🦊</span><span class=""Emoji Emoji--forLinks"" style=""background-image:url('https://abs.twimg.com/emoji/v2/72x72/1f3f8.png')"" title=""Badminton racquet and shuttlecock"" aria-label=""Emoji: Badminton racquet and shuttlecock"">&nbsp;</span><span class=""visuallyhidden"" aria-hidden=""true"">🏸</span>","Early morning departure from <a href=""/hashtag/Mumbai?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Mumbai</b></a> <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> Airport <a href=""https://t.co/NiT8KegZxZ"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/NiT8KegZxZ</a>",Feb 11,
114,jayvardhan,"Yes Sir, Today is 389th Birth Anniversary of Great Brave Warrior King <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> <a href=""/hashtag/shivjayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>shivjayanti</b></a> <a href=""/hashtag/ShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiMaharaj</b></a> ! Father of Gurella warfare(GanimiKava), Father of Indian Navy and greatest brave fighter warrior King of Hindavi Swarajya ! <a href=""/hashtag/ShivajiJayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiJayanti</b></a><a href=""https://t.co/NZ3dFpAqOU"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/NZ3dFpAqOU</a>",Feb 18,
115,"thetelescope<span class=""Emoji Emoji--forLinks"" style=""background-image:url('https://abs.twimg.com/emoji/v2/72x72/1f52d.png')"" title=""Telescope"" aria-label=""Emoji: Telescope"">&nbsp;</span><span class=""visuallyhidden"" aria-hidden=""true"">🔭</span>","Remembering one of the greatest Warrior King on the land of India <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> on his 389th Birth Anniversary! A marathi pride, father of Gurilla warfare (GanimiKava), Father of Indian Navy of Hindavi Swarajya ! <a href=""/hashtag/ShivajiJayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiJayanti</b></a>",Feb 18,
116,tamilnaadulive,"Sand Art Tribute ...
<a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> <a href=""https://t.co/I1wVTwKcZ2"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""https://twitter.com/sudarsansand/status/1097676906059558912"" class=""twitter-timeline-link u-hidden"" target=""_blank"" title=""https://twitter.com/sudarsansand/status/1097676906059558912""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/sudarsansand/s</span><span class=""invisible"">tatus/1097676906059558912</span><span class=""tco-ellipsis""><span class=""invisible"">&nbsp;</span>…</span></a>",Feb 18,
117,tamilnaadulive,"a great warrior who dedicated his life to building a strong and long lasting empire....
<a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> <a href=""https://t.co/8MxaQNQh2X"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""https://twitter.com/INCIndia/status/1097688471383216128"" class=""twitter-timeline-link u-hidden"" target=""_blank"" title=""https://twitter.com/INCIndia/status/1097688471383216128""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/INCIndia/statu</span><span class=""invisible"">s/1097688471383216128</span><span class=""tco-ellipsis""><span class=""invisible"">&nbsp;</span>…</span></a>",Feb 18,
118,Dipak Samanta,"Tributes to the Great Maratha, Hindu King and Warrior <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> <img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f64f.png"" draggable=""false"" alt=""🙏"" title=""Person with folded hands"" aria-label=""Emoji: Person with folded hands""> 
on his Birth Anniversary<img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f64f.png"" draggable=""false"" alt=""🙏"" title=""Person with folded hands"" aria-label=""Emoji: Person with folded hands"">
<a href=""/hashtag/%E0%A4%B6%E0%A4%BF%E0%A4%B5%E0%A4%9C%E0%A4%AF%E0%A4%82%E0%A4%A4%E0%A5%80?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>शिवजयंती</b></a> 
<a href=""/hashtag/ShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiMaharaj</b></a><a href=""https://t.co/AwXPeYmfHc"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""https://twitter.com/narendramodi/status/1097668113166938113"" class=""twitter-timeline-link u-hidden"" target=""_blank"" title=""https://twitter.com/narendramodi/status/1097668113166938113""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/narendramodi/s</span><span class=""invisible"">tatus/1097668113166938113</span><span class=""tco-ellipsis""><span class=""invisible"">&nbsp;</span>…</span></a>",Feb 18,
119,Dr. Aparna Mudgal Tewari,"Remembering  Chhatrapati Shivaji Maharaj On His <a href=""/hashtag/BirthAnniversary?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>BirthAnniversary</b></a> -14 Facts Everyone Should Know About Chhatrapati Shivaji, The Bravest Maratha Ever - <a href=""/hashtag/ShivajiJayanti?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>ShivajiJayanti</b></a> <a href=""/hashtag/ChhatrapatiShivajiMaharaj?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b><strong>ChhatrapatiShivajiMaharaj</strong></b></a> <a href=""https://t.co/MmuBiUMhfz"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""https://www.scoopwhoop.com/inothernews/shivaji-facts/"" class=""twitter-timeline-link u-hidden"" target=""_blank"" title=""https://www.scoopwhoop.com/inothernews/shivaji-facts/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">scoopwhoop.com/inothernews/sh</span><span class=""invisible"">ivaji-facts/</span><span class=""tco-ellipsis""><span class=""invisible"">&nbsp;</span>…</span></a>",Feb 18,
